post_id,text,account_id,timestamp,token,type
p2924,Too many identical posts today...,acc0230,2025-12-05T02:40:28,OMNI,doubt
p2925,This might be manipulated.,acc0241,2025-12-05T02:40:35,OMNI,doubt
p2926,Seems like coordinated hype. #BLOC,acc0440,2025-12-05T02:40:49,BLOC,doubt
p2927,Rumor: Big tech involved!,acc0154,2025-12-05T02:40:56,NEURA,fake_news
p2928,Don't miss this 100x! #TAO,acc0479,2025-12-05T02:41:10,TAO,bot
p2929,Buy now!! Massive potential! #OMNI,acc0075,2025-12-05T02:41:22,OMNI,bot
p2930,Buy now!! Massive potential!,acc0039,2025-12-05T02:41:39,RNDR,bot
p2931,This might be manipulated. #RNDR,acc0342,2025-12-05T02:41:47,RNDR,doubt
p2932,Market sentiment seems healthy.,acc0294,2025-12-05T02:42:06,BLOC,organic
p2933,BREAKING: Major partnership confirmed! #FEX,acc0480,2025-12-05T02:42:09,FEX,fake_news
p2934,Seems like coordinated hype.,acc0436,2025-12-05T02:42:32,AITK,doubt
p2935,Don't miss this 100x!,acc0445,2025-12-05T02:42:34,FEX,bot
p2936,Strong team strong roadmap!,acc0444,2025-12-05T02:43:01,FEX,coordinated
p2937,This will be the next 100x!,acc0297,2025-12-05T02:43:18,FEX,coordinated
p2938,Leaked info suggests huge collaboration!,acc0194,2025-12-05T02:43:37,OMNI,fake_news
p2939,Leaked info suggests huge collaboration!,acc0194,2025-12-05T02:44:02,AITK,fake_news
p2940,To the moon!!!,acc0254,2025-12-05T02:44:25,FEX,bot
p2941,Pump incoming!,acc0112,2025-12-05T02:44:48,AITK,bot
p2942,Pump incoming!,acc0061,2025-12-05T02:45:10,RNDR,bot
p2943,Market sentiment seems healthy.,acc0427,2025-12-05T02:45:36,TAO,organic
p2944,Seems like coordinated hype.,acc0342,2025-12-05T02:46:03,RNDR,doubt
p2945,Strong development updates.,acc0093,2025-12-05T02:46:13,FEX,organic
p2946,BREAKING: Major partnership confirmed!,acc0384,2025-12-05T02:46:43,RNDR,fake_news
p2947,Don't miss this 100x! #ASI,acc0062,2025-12-05T02:47:06,ASI,bot
p2948,Where is the proof?,acc0400,2025-12-05T02:47:29,RNDR,doubt
p2949,Strong team strong roadmap!,acc0012,2025-12-05T02:47:39,XCY,coordinated
p2950,Don't miss this 100x!,acc0457,2025-12-05T02:48:06,ASI,bot
p2951,Insider: massive deal incoming!,acc0162,2025-12-05T02:48:35,TAO,fake_news
p2952,Strong team strong roadmap! #FEX,acc0071,2025-12-05T02:48:46,FEX,coordinated
p2953,Undervalued gem!,acc0208,2025-12-05T02:48:59,XCY,coordinated
p2954,Strong team strong roadmap! #TAO,acc0222,2025-12-05T02:49:13,TAO,coordinated
p2955,This will be the next 100x! #ASI,acc0266,2025-12-05T02:49:15,ASI,coordinated
p2956,Rumor: Big tech involved! #AITK,acc0122,2025-12-05T02:49:43,AITK,fake_news
p2957,Market sentiment seems healthy.,acc0424,2025-12-05T02:50:00,NEURA,organic
p2958,This will be the next 100x! #FEX,acc0206,2025-12-05T02:50:11,FEX,coordinated
p2959,This will be the next 100x!,acc0241,2025-12-05T02:50:20,AITK,coordinated
p2960,Strong team strong roadmap!,acc0199,2025-12-05T02:50:35,BLOC,coordinated
p2961,This might be manipulated.,acc0041,2025-12-05T02:50:39,XCY,doubt
p2962,Buy now!! Massive potential!,acc0278,2025-12-05T02:50:42,ASI,bot
p2963,Too many identical posts today...,acc0485,2025-12-05T02:50:58,NEURA,doubt
p2964,Undervalued gem!,acc0271,2025-12-05T02:51:08,XCY,coordinated
p2965,Too many identical posts today...,acc0129,2025-12-05T02:51:24,RNDR,doubt
p2966,Buy now!! Massive potential!,acc0239,2025-12-05T02:51:30,FEX,bot
p2967,This might be manipulated. #OMNI,acc0378,2025-12-05T02:51:31,OMNI,doubt
p2968,Strong development updates.,acc0258,2025-12-05T02:51:42,AITK,organic
p2969,This might be manipulated.,acc0333,2025-12-05T02:52:00,TAO,doubt
p2970,This might be manipulated. #RNDR,acc0018,2025-12-05T02:52:11,RNDR,doubt
p2971,Buy now!! Massive potential!,acc0339,2025-12-05T02:52:26,OMNI,bot
p2972,Rumor: Big tech involved! #OMNI,acc0243,2025-12-05T02:52:35,OMNI,fake_news
p2973,Too many identical posts today...,acc0255,2025-12-05T02:52:52,XCY,doubt
p2974,BREAKING: Major partnership confirmed! #XCY,acc0214,2025-12-05T02:53:16,XCY,fake_news
p2975,Don't miss this 100x!,acc0137,2025-12-05T02:53:28,TAO,bot
p2976,Pump incoming!,acc0280,2025-12-05T02:53:56,ASI,bot
p2977,Massive pump incoming stay ready! #FEX,acc0119,2025-12-05T02:54:23,FEX,coordinated
p2978,Undervalued gem!,acc0247,2025-12-05T02:54:35,FEX,coordinated
p2979,Massive pump incoming stay ready! #OMNI,acc0144,2025-12-05T02:55:05,OMNI,coordinated
p2980,Rumor: Big tech involved!,acc0169,2025-12-05T02:55:16,XCY,fake_news
p2981,This will be the next 100x! #OMNI,acc0100,2025-12-05T02:55:39,OMNI,coordinated
p2982,Buy now!! Massive potential! #BLOC,acc0092,2025-12-05T02:55:40,BLOC,bot
p2983,BREAKING: Major partnership confirmed!,acc0009,2025-12-05T02:55:53,RNDR,fake_news
p2984,Leaked info suggests huge collaboration!,acc0412,2025-12-05T02:55:58,BLOC,fake_news
p2985,Massive pump incoming stay ready!,acc0317,2025-12-05T02:56:25,BLOC,coordinated
p2986,Buy now!! Massive potential!,acc0302,2025-12-05T02:56:43,RNDR,bot
p2987,Don't miss this 100x! #ASI,acc0351,2025-12-05T02:57:04,ASI,bot
p2988,Too many identical posts today...,acc0172,2025-12-05T02:57:14,OMNI,doubt
p2989,Massive pump incoming stay ready! #FEX,acc0472,2025-12-05T02:57:38,FEX,coordinated
p2990,Market sentiment seems healthy.,acc0393,2025-12-05T02:58:08,AITK,organic
p2991,This might be manipulated.,acc0370,2025-12-05T02:58:37,RNDR,doubt
p2992,Leaked info suggests huge collaboration! #FEX,acc0103,2025-12-05T02:58:42,FEX,fake_news
p2993,BREAKING: Major partnership confirmed! #NEURA,acc0081,2025-12-05T02:59:00,NEURA,fake_news
p2994,Rumor: Big tech involved!,acc0093,2025-12-05T02:59:29,FEX,fake_news
p2995,Don't miss this 100x!,acc0167,2025-12-05T02:59:56,AITK,bot
p2996,Strong team strong roadmap!,acc0390,2025-12-05T03:00:08,TAO,coordinated
p2997,Don't miss this 100x!,acc0188,2025-12-05T03:00:36,XCY,bot
p2998,BREAKING: Major partnership confirmed!,acc0151,2025-12-05T03:01:05,AITK,fake_news
p2999,Too many identical posts today...,acc0212,2025-12-05T03:01:33,NEURA,doubt
p3000,Leaked info suggests huge collaboration!,acc0449,2025-12-05T03:01:35,OMNI,fake_news
p3001,Insider: massive deal incoming!,acc0354,2025-12-05T03:01:40,XCY,fake_news
p3002,Where is the proof?,acc0412,2025-12-05T03:01:51,ASI,doubt
p3003,Strong development updates. #FEX,acc0020,2025-12-05T03:01:52,FEX,organic
p3004,Market sentiment seems healthy. #RNDR,acc0180,2025-12-05T03:02:21,RNDR,organic
p3005,Massive pump incoming stay ready!,acc0233,2025-12-05T03:02:24,XCY,coordinated
p3006,Massive pump incoming stay ready! #RNDR,acc0496,2025-12-05T03:02:31,RNDR,coordinated
p3007,This might be manipulated.,acc0382,2025-12-05T03:02:57,OMNI,doubt
p3008,Undervalued gem!,acc0178,2025-12-05T03:03:15,AITK,coordinated
p3009,Don't miss this 100x! #TAO,acc0023,2025-12-05T03:03:25,TAO,bot
p3010,Rumor: Big tech involved!,acc0173,2025-12-05T03:03:32,OMNI,fake_news
p3011,Rumor: Big tech involved! #RNDR,acc0278,2025-12-05T03:03:59,RNDR,fake_news
p3012,Massive pump incoming stay ready!,acc0223,2025-12-05T03:04:24,AITK,coordinated
p3013,This might be manipulated.,acc0433,2025-12-05T03:04:40,BLOC,doubt
p3014,Market sentiment seems healthy.,acc0062,2025-12-05T03:05:07,ASI,organic
p3015,Leaked info suggests huge collaboration!,acc0487,2025-12-05T03:05:25,RNDR,fake_news
p3016,Solid long-term potential. #AITK,acc0195,2025-12-05T03:05:36,AITK,organic
p3017,This will be the next 100x! #RNDR,acc0200,2025-12-05T03:05:49,RNDR,coordinated
p3018,Massive pump incoming stay ready!,acc0372,2025-12-05T03:06:07,ASI,coordinated
p3019,Too many identical posts today...,acc0304,2025-12-05T03:06:28,OMNI,doubt
p3020,The project is growing steadily. #XCY,acc0058,2025-12-05T03:06:45,XCY,organic
p3021,Insider: massive deal incoming!,acc0267,2025-12-05T03:07:12,NEURA,fake_news
p3022,Market sentiment seems healthy. #OMNI,acc0229,2025-12-05T03:07:36,OMNI,organic
p3023,The project is growing steadily.,acc0097,2025-12-05T03:07:59,OMNI,organic
p3024,The project is growing steadily. #XCY,acc0256,2025-12-05T03:08:12,XCY,organic
p3025,Where is the proof? #RNDR,acc0376,2025-12-05T03:08:42,RNDR,doubt
p3026,Too many identical posts today...,acc0253,2025-12-05T03:09:08,ASI,doubt
p3027,Market sentiment seems healthy. #XCY,acc0281,2025-12-05T03:09:26,XCY,organic
p3028,Undervalued gem!,acc0234,2025-12-05T03:09:46,RNDR,coordinated
p3029,Pump incoming!,acc0116,2025-12-05T03:09:48,FEX,bot
p3030,Seems like coordinated hype.,acc0471,2025-12-05T03:10:12,NEURA,doubt
p3031,This will be the next 100x!,acc0189,2025-12-05T03:10:41,ASI,coordinated
p3032,Don't miss this 100x! #RNDR,acc0329,2025-12-05T03:10:46,RNDR,bot
p3033,To the moon!!!,acc0326,2025-12-05T03:11:06,FEX,bot
p3034,Solid long-term potential.,acc0339,2025-12-05T03:11:22,ASI,organic
p3035,Insider: massive deal incoming! #TAO,acc0202,2025-12-05T03:11:24,TAO,fake_news
p3036,Too many identical posts today...,acc0278,2025-12-05T03:11:28,AITK,doubt
p3037,Market sentiment seems healthy.,acc0044,2025-12-05T03:11:48,RNDR,organic
p3038,The project is growing steadily. #ASI,acc0164,2025-12-05T03:11:59,ASI,organic
p3039,Massive pump incoming stay ready! #BLOC,acc0165,2025-12-05T03:12:17,BLOC,coordinated
p3040,To the moon!!!,acc0097,2025-12-05T03:12:31,TAO,bot
p3041,Don't miss this 100x! #XCY,acc0394,2025-12-05T03:12:54,XCY,bot
p3042,Market sentiment seems healthy.,acc0037,2025-12-05T03:13:16,ASI,organic
p3043,Market sentiment seems healthy.,acc0334,2025-12-05T03:13:20,BLOC,organic
p3044,Solid long-term potential.,acc0497,2025-12-05T03:13:46,AITK,organic
p3045,This might be manipulated. #FEX,acc0430,2025-12-05T03:14:12,FEX,doubt
p3046,Pump incoming!,acc0380,2025-12-05T03:14:21,FEX,bot
p3047,Strong team strong roadmap!,acc0136,2025-12-05T03:14:26,AITK,coordinated
p3048,Strong team strong roadmap!,acc0129,2025-12-05T03:14:55,BLOC,coordinated
p3049,Where is the proof?,acc0332,2025-12-05T03:15:09,NEURA,doubt
p3050,Buy now!! Massive potential!,acc0064,2025-12-05T03:15:12,ASI,bot
p3051,Leaked info suggests huge collaboration! #FEX,acc0372,2025-12-05T03:15:30,FEX,fake_news
p3052,Strong development updates.,acc0241,2025-12-05T03:15:50,RNDR,organic
p3053,Undervalued gem!,acc0500,2025-12-05T03:15:59,TAO,coordinated
p3054,Where is the proof?,acc0277,2025-12-05T03:16:22,AITK,doubt
p3055,BREAKING: Major partnership confirmed! #BLOC,acc0110,2025-12-05T03:16:32,BLOC,fake_news
p3056,Strong team strong roadmap! #OMNI,acc0174,2025-12-05T03:16:44,OMNI,coordinated
p3057,Leaked info suggests huge collaboration!,acc0258,2025-12-05T03:16:47,FEX,fake_news
p3058,To the moon!!! #XCY,acc0218,2025-12-05T03:16:50,XCY,bot
p3059,Massive pump incoming stay ready! #NEURA,acc0330,2025-12-05T03:17:10,NEURA,coordinated
p3060,To the moon!!!,acc0469,2025-12-05T03:17:31,FEX,bot
p3061,Strong development updates.,acc0258,2025-12-05T03:17:49,ASI,organic
p3062,Rumor: Big tech involved!,acc0237,2025-12-05T03:18:12,XCY,fake_news
p3063,Insider: massive deal incoming!,acc0429,2025-12-05T03:18:21,TAO,fake_news
p3064,Seems like coordinated hype.,acc0234,2025-12-05T03:18:40,BLOC,doubt
p3065,Undervalued gem!,acc0460,2025-12-05T03:18:42,AITK,coordinated
p3066,Pump incoming!,acc0091,2025-12-05T03:19:04,RNDR,bot
p3067,The project is growing steadily. #FEX,acc0340,2025-12-05T03:19:19,FEX,organic
p3068,Don't miss this 100x!,acc0272,2025-12-05T03:19:47,TAO,bot
p3069,Where is the proof?,acc0325,2025-12-05T03:20:03,RNDR,doubt
p3070,Strong development updates.,acc0170,2025-12-05T03:20:14,RNDR,organic
p3071,To the moon!!! #ASI,acc0143,2025-12-05T03:20:39,ASI,bot
p3072,Strong team strong roadmap!,acc0165,2025-12-05T03:20:41,FEX,coordinated
p3073,Massive pump incoming stay ready! #RNDR,acc0030,2025-12-05T03:20:49,RNDR,coordinated
p3074,Don't miss this 100x!,acc0383,2025-12-05T03:21:01,BLOC,bot
p3075,This might be manipulated.,acc0370,2025-12-05T03:21:22,TAO,doubt
p3076,BREAKING: Major partnership confirmed! #RNDR,acc0031,2025-12-05T03:21:47,RNDR,fake_news
p3077,Rumor: Big tech involved!,acc0487,2025-12-05T03:22:00,NEURA,fake_news
p3078,Buy now!! Massive potential! #RNDR,acc0500,2025-12-05T03:22:04,RNDR,bot
p3079,This will be the next 100x!,acc0161,2025-12-05T03:22:09,FEX,coordinated
p3080,Pump incoming! #XCY,acc0280,2025-12-05T03:22:25,XCY,bot
p3081,Strong team strong roadmap!,acc0062,2025-12-05T03:22:48,XCY,coordinated
p3082,Strong development updates.,acc0442,2025-12-05T03:23:10,ASI,organic
p3083,Massive pump incoming stay ready!,acc0204,2025-12-05T03:23:33,FEX,coordinated
p3084,Where is the proof?,acc0488,2025-12-05T03:23:48,RNDR,doubt
p3085,Strong development updates.,acc0232,2025-12-05T03:24:08,ASI,organic
p3086,BREAKING: Major partnership confirmed!,acc0125,2025-12-05T03:24:34,RNDR,fake_news
p3087,Massive pump incoming stay ready!,acc0459,2025-12-05T03:24:57,ASI,coordinated
p3088,Rumor: Big tech involved!,acc0270,2025-12-05T03:24:59,ASI,fake_news
p3089,Strong team strong roadmap! #OMNI,acc0243,2025-12-05T03:25:26,OMNI,coordinated
p3090,Massive pump incoming stay ready!,acc0165,2025-12-05T03:25:35,AITK,coordinated
p3091,Solid long-term potential.,acc0087,2025-12-05T03:25:51,NEURA,organic
p3092,Pump incoming!,acc0143,2025-12-05T03:26:04,TAO,bot
p3093,BREAKING: Major partnership confirmed!,acc0300,2025-12-05T03:26:28,OMNI,fake_news
p3094,Buy now!! Massive potential!,acc0239,2025-12-05T03:26:53,RNDR,bot
p3095,Solid long-term potential.,acc0163,2025-12-05T03:26:59,XCY,organic
p3096,This might be manipulated.,acc0217,2025-12-05T03:27:18,NEURA,doubt
p3097,Rumor: Big tech involved!,acc0071,2025-12-05T03:27:43,XCY,fake_news
p3098,Where is the proof?,acc0167,2025-12-05T03:27:47,RNDR,doubt
p3099,To the moon!!!,acc0275,2025-12-05T03:27:52,XCY,bot
p3100,Insider: massive deal incoming!,acc0345,2025-12-05T03:27:55,RNDR,fake_news
p3101,To the moon!!! #BLOC,acc0096,2025-12-05T03:28:24,BLOC,bot
p3102,Buy now!! Massive potential! #ASI,acc0470,2025-12-05T03:28:33,ASI,bot
p3103,Don't miss this 100x! #XCY,acc0237,2025-12-05T03:28:55,XCY,bot
p3104,Pump incoming!,acc0147,2025-12-05T03:29:01,NEURA,bot
p3105,Leaked info suggests huge collaboration!,acc0462,2025-12-05T03:29:17,OMNI,fake_news
p3106,Market sentiment seems healthy.,acc0483,2025-12-05T03:29:18,FEX,organic
p3107,This will be the next 100x!,acc0478,2025-12-05T03:29:29,ASI,coordinated
p3108,Strong development updates.,acc0061,2025-12-05T03:29:33,FEX,organic
p3109,Strong team strong roadmap!,acc0493,2025-12-05T03:29:41,ASI,coordinated
p3110,This might be manipulated. #XCY,acc0474,2025-12-05T03:29:49,XCY,doubt
p3111,Too many identical posts today...,acc0383,2025-12-05T03:30:04,FEX,doubt
p3112,Solid long-term potential. #BLOC,acc0209,2025-12-05T03:30:22,BLOC,organic
p3113,Too many identical posts today...,acc0407,2025-12-05T03:30:26,RNDR,doubt
p3114,Too many identical posts today...,acc0022,2025-12-05T03:30:31,XCY,doubt
p3115,Seems like coordinated hype.,acc0495,2025-12-05T03:30:39,AITK,doubt
p3116,Don't miss this 100x!,acc0338,2025-12-05T03:30:52,ASI,bot
p3117,Leaked info suggests huge collaboration!,acc0153,2025-12-05T03:31:06,RNDR,fake_news
p3118,Where is the proof? #AITK,acc0157,2025-12-05T03:31:28,AITK,doubt
p3119,This will be the next 100x! #XCY,acc0393,2025-12-05T03:31:53,XCY,coordinated
p3120,Rumor: Big tech involved!,acc0413,2025-12-05T03:32:04,OMNI,fake_news
p3121,This might be manipulated.,acc0451,2025-12-05T03:32:28,BLOC,doubt
p3122,BREAKING: Major partnership confirmed!,acc0103,2025-12-05T03:32:43,TAO,fake_news
p3123,Seems like coordinated hype.,acc0353,2025-12-05T03:32:59,AITK,doubt
p3124,Buy now!! Massive potential!,acc0481,2025-12-05T03:33:02,XCY,bot
p3125,To the moon!!!,acc0283,2025-12-05T03:33:16,AITK,bot
p3126,Massive pump incoming stay ready!,acc0384,2025-12-05T03:33:27,ASI,coordinated
p3127,The project is growing steadily.,acc0358,2025-12-05T03:33:42,BLOC,organic
p3128,Undervalued gem! #BLOC,acc0058,2025-12-05T03:33:51,BLOC,coordinated
p3129,This might be manipulated. #XCY,acc0191,2025-12-05T03:34:12,XCY,doubt
p3130,Where is the proof?,acc0380,2025-12-05T03:34:23,XCY,doubt
p3131,Massive pump incoming stay ready!,acc0121,2025-12-05T03:34:49,AITK,coordinated
p3132,This might be manipulated. #NEURA,acc0292,2025-12-05T03:34:52,NEURA,doubt
p3133,Leaked info suggests huge collaboration!,acc0347,2025-12-05T03:35:20,TAO,fake_news
p3134,Leaked info suggests huge collaboration!,acc0492,2025-12-05T03:35:47,TAO,fake_news
p3135,Buy now!! Massive potential!,acc0256,2025-12-05T03:36:01,FEX,bot
p3136,Rumor: Big tech involved!,acc0220,2025-12-05T03:36:06,FEX,fake_news
p3137,Seems like coordinated hype. #NEURA,acc0317,2025-12-05T03:36:14,NEURA,doubt
p3138,BREAKING: Major partnership confirmed!,acc0120,2025-12-05T03:36:44,OMNI,fake_news
p3139,Market sentiment seems healthy. #RNDR,acc0179,2025-12-05T03:36:49,RNDR,organic
p3140,Seems like coordinated hype. #RNDR,acc0500,2025-12-05T03:37:04,RNDR,doubt
p3141,Strong development updates. #ASI,acc0374,2025-12-05T03:37:21,ASI,organic
p3142,Strong team strong roadmap!,acc0251,2025-12-05T03:37:50,AITK,coordinated
p3143,Leaked info suggests huge collaboration!,acc0214,2025-12-05T03:38:18,TAO,fake_news
p3144,Insider: massive deal incoming!,acc0231,2025-12-05T03:38:21,XCY,fake_news
p3145,Market sentiment seems healthy. #RNDR,acc0392,2025-12-05T03:38:51,RNDR,organic
p3146,This will be the next 100x!,acc0491,2025-12-05T03:39:05,TAO,coordinated
p3147,Seems like coordinated hype.,acc0312,2025-12-05T03:39:06,AITK,doubt
p3148,Leaked info suggests huge collaboration!,acc0474,2025-12-05T03:39:18,OMNI,fake_news
p3149,Where is the proof?,acc0312,2025-12-05T03:39:45,OMNI,doubt
p3150,Buy now!! Massive potential!,acc0238,2025-12-05T03:40:05,FEX,bot
p3151,Rumor: Big tech involved!,acc0017,2025-12-05T03:40:20,XCY,fake_news
p3152,Massive pump incoming stay ready!,acc0358,2025-12-05T03:40:47,NEURA,coordinated
p3153,Solid long-term potential. #TAO,acc0022,2025-12-05T03:40:55,TAO,organic
p3154,Don't miss this 100x!,acc0307,2025-12-05T03:40:56,ASI,bot
p3155,Solid long-term potential.,acc0343,2025-12-05T03:41:25,NEURA,organic
p3156,Seems like coordinated hype.,acc0185,2025-12-05T03:41:33,XCY,doubt
p3157,Market sentiment seems healthy.,acc0053,2025-12-05T03:41:42,AITK,organic
p3158,Market sentiment seems healthy. #FEX,acc0252,2025-12-05T03:41:49,FEX,organic
p3159,Where is the proof?,acc0283,2025-12-05T03:41:50,BLOC,doubt
p3160,The project is growing steadily.,acc0193,2025-12-05T03:42:05,AITK,organic
p3161,This might be manipulated. #AITK,acc0209,2025-12-05T03:42:32,AITK,doubt
p3162,Undervalued gem! #FEX,acc0134,2025-12-05T03:42:56,FEX,coordinated
p3163,To the moon!!!,acc0172,2025-12-05T03:43:03,OMNI,bot
p3164,Seems like coordinated hype.,acc0142,2025-12-05T03:43:15,RNDR,doubt
p3165,Massive pump incoming stay ready!,acc0028,2025-12-05T03:43:35,NEURA,coordinated
p3166,Strong development updates.,acc0259,2025-12-05T03:43:55,XCY,organic
p3167,Buy now!! Massive potential!,acc0045,2025-12-05T03:44:22,AITK,bot
p3168,Solid long-term potential. #TAO,acc0462,2025-12-05T03:44:30,TAO,organic
p3169,This will be the next 100x!,acc0224,2025-12-05T03:44:41,TAO,coordinated
p3170,Buy now!! Massive potential!,acc0274,2025-12-05T03:45:10,AITK,bot
p3171,Solid long-term potential.,acc0164,2025-12-05T03:45:13,NEURA,organic
p3172,Strong development updates.,acc0223,2025-12-05T03:45:42,FEX,organic
p3173,Solid long-term potential. #FEX,acc0181,2025-12-05T03:45:54,FEX,organic
p3174,Undervalued gem! #TAO,acc0439,2025-12-05T03:46:22,TAO,coordinated
p3175,Strong team strong roadmap!,acc0088,2025-12-05T03:46:34,FEX,coordinated
p3176,This might be manipulated.,acc0342,2025-12-05T03:46:43,FEX,doubt
p3177,Insider: massive deal incoming!,acc0151,2025-12-05T03:46:52,ASI,fake_news
p3178,Market sentiment seems healthy. #TAO,acc0451,2025-12-05T03:47:10,TAO,organic
p3179,Seems like coordinated hype. #TAO,acc0346,2025-12-05T03:47:24,TAO,doubt
p3180,To the moon!!! #TAO,acc0258,2025-12-05T03:47:34,TAO,bot
p3181,Rumor: Big tech involved!,acc0231,2025-12-05T03:47:38,BLOC,fake_news
p3182,Market sentiment seems healthy.,acc0400,2025-12-05T03:47:51,RNDR,organic
p3183,Undervalued gem!,acc0112,2025-12-05T03:48:17,OMNI,coordinated
p3184,Buy now!! Massive potential! #OMNI,acc0011,2025-12-05T03:48:26,OMNI,bot
p3185,Seems like coordinated hype. #XCY,acc0091,2025-12-05T03:48:51,XCY,doubt
p3186,This will be the next 100x! #BLOC,acc0139,2025-12-05T03:49:01,BLOC,coordinated
p3187,Market sentiment seems healthy.,acc0339,2025-12-05T03:49:05,ASI,organic
p3188,Massive pump incoming stay ready!,acc0124,2025-12-05T03:49:06,AITK,coordinated
p3189,Undervalued gem!,acc0041,2025-12-05T03:49:18,ASI,coordinated
p3190,BREAKING: Major partnership confirmed! #AITK,acc0143,2025-12-05T03:49:48,AITK,fake_news
p3191,Strong development updates. #RNDR,acc0134,2025-12-05T03:49:52,RNDR,organic
p3192,Solid long-term potential.,acc0464,2025-12-05T03:50:00,XCY,organic
p3193,The project is growing steadily.,acc0491,2025-12-05T03:50:16,AITK,organic
p3194,The project is growing steadily.,acc0205,2025-12-05T03:50:44,ASI,organic
p3195,Strong team strong roadmap! #RNDR,acc0051,2025-12-05T03:50:53,RNDR,coordinated
p3196,Seems like coordinated hype.,acc0399,2025-12-05T03:50:59,FEX,doubt
p3197,Where is the proof?,acc0102,2025-12-05T03:51:25,TAO,doubt
p3198,Solid long-term potential. #FEX,acc0126,2025-12-05T03:51:51,FEX,organic
p3199,Buy now!! Massive potential!,acc0094,2025-12-05T03:52:14,ASI,bot
p3200,Leaked info suggests huge collaboration!,acc0212,2025-12-05T03:52:42,NEURA,fake_news
p3201,Insider: massive deal incoming!,acc0270,2025-12-05T03:53:06,ASI,fake_news
p3202,Market sentiment seems healthy. #NEURA,acc0225,2025-12-05T03:53:17,NEURA,organic
p3203,This will be the next 100x!,acc0116,2025-12-05T03:53:37,NEURA,coordinated
p3204,Rumor: Big tech involved!,acc0445,2025-12-05T03:54:03,BLOC,fake_news
p3205,Solid long-term potential. #XCY,acc0172,2025-12-05T03:54:29,XCY,organic
p3206,Rumor: Big tech involved!,acc0453,2025-12-05T03:54:38,FEX,fake_news
p3207,Strong development updates.,acc0038,2025-12-05T03:54:44,OMNI,organic
p3208,Undervalued gem!,acc0001,2025-12-05T03:55:11,OMNI,coordinated
p3209,To the moon!!!,acc0140,2025-12-05T03:55:40,XCY,bot
p3210,This will be the next 100x!,acc0033,2025-12-05T03:56:00,OMNI,coordinated
p3211,Buy now!! Massive potential!,acc0161,2025-12-05T03:56:24,FEX,bot
p3212,Seems like coordinated hype.,acc0381,2025-12-05T03:56:31,BLOC,doubt
p3213,Market sentiment seems healthy.,acc0076,2025-12-05T03:56:44,ASI,organic
p3214,Massive pump incoming stay ready!,acc0391,2025-12-05T03:57:00,XCY,coordinated
p3215,Seems like coordinated hype. #AITK,acc0218,2025-12-05T03:57:01,AITK,doubt
p3216,Solid long-term potential.,acc0094,2025-12-05T03:57:20,XCY,organic
p3217,This will be the next 100x!,acc0178,2025-12-05T03:57:27,FEX,coordinated
p3218,Seems like coordinated hype.,acc0420,2025-12-05T03:57:49,TAO,doubt
p3219,Undervalued gem! #XCY,acc0417,2025-12-05T03:58:18,XCY,coordinated
p3220,Leaked info suggests huge collaboration! #OMNI,acc0125,2025-12-05T03:58:28,OMNI,fake_news
p3221,Strong team strong roadmap!,acc0303,2025-12-05T03:58:39,RNDR,coordinated
p3222,BREAKING: Major partnership confirmed! #FEX,acc0153,2025-12-05T03:58:47,FEX,fake_news
p3223,The project is growing steadily. #RNDR,acc0276,2025-12-05T03:59:02,RNDR,organic
p3224,To the moon!!!,acc0194,2025-12-05T03:59:06,ASI,bot
p3225,Too many identical posts today...,acc0389,2025-12-05T03:59:18,TAO,doubt
p3226,The project is growing steadily. #NEURA,acc0083,2025-12-05T03:59:32,NEURA,organic
p3227,Solid long-term potential.,acc0470,2025-12-05T03:59:36,FEX,organic
p3228,This might be manipulated.,acc0322,2025-12-05T04:00:03,RNDR,doubt
p3229,Too many identical posts today...,acc0355,2025-12-05T04:00:32,OMNI,doubt
p3230,Rumor: Big tech involved! #TAO,acc0241,2025-12-05T04:00:35,TAO,fake_news
p3231,Don't miss this 100x!,acc0332,2025-12-05T04:00:58,TAO,bot
p3232,Pump incoming!,acc0347,2025-12-05T04:01:13,FEX,bot
p3233,Strong team strong roadmap!,acc0264,2025-12-05T04:01:35,BLOC,coordinated
p3234,Strong development updates.,acc0285,2025-12-05T04:01:43,RNDR,organic
p3235,Pump incoming!,acc0041,2025-12-05T04:01:55,ASI,bot
p3236,Leaked info suggests huge collaboration!,acc0496,2025-12-05T04:02:14,NEURA,fake_news
p3237,BREAKING: Major partnership confirmed!,acc0059,2025-12-05T04:02:24,ASI,fake_news
p3238,Leaked info suggests huge collaboration! #TAO,acc0206,2025-12-05T04:02:47,TAO,fake_news
p3239,Where is the proof?,acc0120,2025-12-05T04:03:00,RNDR,doubt
p3240,Strong development updates. #AITK,acc0333,2025-12-05T04:03:19,AITK,organic
p3241,Pump incoming!,acc0408,2025-12-05T04:03:47,OMNI,bot
p3242,Too many identical posts today...,acc0338,2025-12-05T04:04:05,NEURA,doubt
p3243,Pump incoming! #XCY,acc0432,2025-12-05T04:04:06,XCY,bot
p3244,Massive pump incoming stay ready! #XCY,acc0196,2025-12-05T04:04:28,XCY,coordinated
p3245,Insider: massive deal incoming!,acc0306,2025-12-05T04:04:45,NEURA,fake_news
p3246,Rumor: Big tech involved!,acc0081,2025-12-05T04:04:51,BLOC,fake_news
p3247,This might be manipulated. #BLOC,acc0442,2025-12-05T04:05:06,BLOC,doubt
